,Name,ID,State,Network,County,Elevation_feet,Latitude,Longitude
724,Los_Lunas_PMC,2169,NM,SCAN,Valencia,4846,34.77,-106.76
725,Lovell_Summit,2146,NV,SCAN,Clark,6582,36.17,-115.61
726,Lovelock_NNR,2116,NV,SCAN,Pershing,3934,40.03,-118.18
727,Lower_Mulchatna,1233,AK,SCAN,Dillingham,320,59.82,-156.99
728,Lye_Brook,2042,VT,SCAN,Bennington,2435,43.05,-73.03
729,Lynhart_Ranch,2074,OR,SCAN,Klamath,4092,42.02,-121.39
730,Mahantango_Ck,2028,PA,SCAN,Northumberland,730,40.67,-76.67
731,Mammoth_Cave,2079,KY,SCAN,Hart,800,37.19,-86.04
732,Mana_House,2102,HI,SCAN,Hawaii,4234,19.96,-155.54
733,Mandan_#1,2020,ND,SCAN,Morton,1930,46.77,-100.92
734,Manderfield,2156,UT,SCAN,Beaver,6185,38.37,-112.64
735,Marble_Creek,2149,CA,SCAN,Mono,6183,37.78,-118.42
736,Maricao_Forest,15,PR,SCAN,Mayaguez,2450,18.15,-67.0
737,Mascoma_River,2043,NH,SCAN,Grafton,1400,43.78,-72.03
738,Mason_#1,2004,IL,SCAN,Mason,570,40.32,-89.9
739,Mayaguez_TARS,2112,PR,SCAN,Mayaguez,45,18.21,-67.14
740,Mayday,2110,MS,SCAN,Yazoo,108,32.86,-90.52
741,McAllister_Farm,2075,TN,SCAN,Lincoln,913,35.06,-86.59
742,Mccracken_Mesa,2140,UT,SCAN,San_Juan,5315,37.45,-109.34
743,Milford,2129,UT,SCAN,Beaver,5005,38.34,-113.01
744,Moccasin,2119,MT,SCAN,Judith_Basin,4256,47.06,-109.95
745,Molly_Caren_#1,2014,OH,SCAN,Madison,1060,39.95,-83.45
746,Monocline_Ridge,2217,CA,SCAN,Fresno,875,36.54,-120.55
747,Moose_Inc,2062,AK,SCAN,Kenai_Cook_Inlet,132,59.68,-151.37
748,Morgan,2133,UT,SCAN,Morgan,5113,41.0,-111.69
749,Morris_Farms,2178,AL,SCAN,Macon,220,32.41,-85.91
750,Mount_Mansfield,2041,VT,SCAN,Chittenden,2236,44.53,-72.83
751,Mountain_Home,2134,UT,SCAN,Duchesne,6927,40.37,-110.41
752,Mt_Vernon,2060,MO,SCAN,Lawrence,1150,37.07,-93.88
753,N_Piedmont_Arec,2039,VA,SCAN,Orange,520,38.23,-78.12
754,Naknek_River,2209,AK,SCAN,Bristol_Bay,100,58.67,-156.57
755,Nenana,2081,AK,SCAN,Yukon-koyukuk,415,64.69,-148.91
756,Nephi,2137,UT,SCAN,Juab,5245,39.65,-111.87
757,North_Issaquena,2087,MS,SCAN,Issaquena,112,33.0,-91.06
758,Nunn_#1,2017,CO,SCAN,Weld,5900,40.87,-104.73
759,Onward,2033,MS,SCAN,Sharkey,100,32.75,-90.93
760,Orchard_Range_Site,674,ID,SCAN,Ada,3200,43.32,-116.0
761,Panguitch,2157,UT,SCAN,Garfield,6534,37.87,-112.43
762,Park_Valley,2153,UT,SCAN,Box_Elder,5098,41.77,-113.29
763,Pee_Dee,2037,SC,SCAN,Darlington,120,34.3,-79.73
764,Perdido_Riv_Farms,2181,AL,SCAN,Escambia,299,31.11,-87.55
765,Perthshire,2046,MS,SCAN,Bolivar,200,33.97,-90.9
766,Phillipsburg,2093,KS,SCAN,Phillips,1986,39.79,-99.33
767,Pine_Nut,2144,NV,SCAN,Clark,6780,36.57,-115.2
768,Porter_Canyon,2170,NV,SCAN,Lander,7187,39.47,-117.62
769,Powder_Mill,2049,MD,SCAN,Prince_George's,105,39.02,-76.85
770,Powell_Gardens,2061,MO,SCAN,Johnson,960,38.87,-94.03
771,Prairie_View_#1,2016,TX,SCAN,Waller,270,30.08,-95.98
772,Price,2132,UT,SCAN,Carbon,5637,39.53,-110.81
773,Princeton_#1,2005,KY,SCAN,Caldwell,615,37.1,-87.83
774,Pua_Akala,2098,HI,SCAN,Hawaii,6394,19.79,-155.33
775,Reese_Center,2104,TX,SCAN,Lubbock,3333,33.62,-102.04
776,Reynolds_Homestead,2089,VA,SCAN,Patrick,1127,36.63,-80.13
777,Riesel,2199,TX,SCAN,Falls,539,31.48,-96.88
778,River_Road_Farms,2182,AL,SCAN,Houston,107,31.02,-85.04
779,Rock_Springs_Pa,2036,PA,SCAN,Centre,1220,40.72,-77.93
780,Rogers_Farm_#1,2001,NE,SCAN,Lancaster,1215,40.85,-96.47
781,San_Angelo,2200,TX,SCAN,Tom_Green,1970,31.55,-100.51
782,Sand_Hollow,2159,UT,SCAN,Washington,3088,37.11,-113.36
783,Sandy_Ridge,2109,MS,SCAN,Sunflower,138,33.66,-90.57
784,Schell-Osage,2193,MO,SCAN,St._Clair,793,37.99,-94.04
785,Schor_Garden,2063,AK,SCAN,Kenai_Peninsula,393,59.68,-151.38
786,Scott,2070,MS,SCAN,Bolivar,165,33.62,-91.1
787,Sellers_Lake_#1,2012,FL,SCAN,Lake,75,29.1,-81.63
788,Selma,2176,AL,SCAN,Dallas,140,32.4,-86.89
789,Sevilleta,2171,NM,SCAN,Socorro,5233,34.36,-106.69
790,Shadow_Mtns,2186,CA,SCAN,San_Bernardino,3643,35.47,-115.72
791,Shagbark_Hills,2068,IA,SCAN,Woodbury,1400,42.43,-95.77
792,Sheldon,750,NV,SCAN,Washoe,5865,41.9,-119.44
793,Shenandoah,2088,VA,SCAN,Augusta,1763,37.92,-79.2
794,Sidney,2120,MT,SCAN,Richland,2274,47.77,-104.25
795,Silver_City,2086,MS,SCAN,Humphreys,115,33.09,-90.51
796,Silver_Sword,2101,HI,SCAN,Hawaii,9324,19.77,-155.42
797,Spickard,2047,MO,SCAN,Audrain,911,40.25,-93.72
798,Split_Mountain,2154,UT,SCAN,Uintah,4844,40.39,-109.35
799,Spooky,2158,UT,SCAN,Kane,5341,37.51,-111.26
800,Stanley_Farm,2056,AL,SCAN,Morgan,635,34.43,-86.68
801,Starkville,2064,MS,SCAN,Oktibbeha,340,33.63,-88.77
802,Stephenville,2203,TX,SCAN,Erath,1311,32.25,-98.2
803,Stubblefield,2219,CA,SCAN,San_Luis_Obispo,2995,34.97,-119.48
804,Sudduth_Farms,2179,AL,SCAN,Winston,772,34.18,-87.46
805,Sunleaf_Nursery,2073,OH,SCAN,Lake,670,41.8,-81.08
806,Table_Mountain,808,MT,SCAN,Gallatin,4474,45.8,-111.59
807,Tidewater_#1,2008,NC,SCAN,Washington,20,35.87,-76.65
808,Tidewater_Arec,2040,VA,SCAN,Suffolk,80,36.68,-76.77
809,Tnc_Fort_Bayou,2082,MS,SCAN,Jackson,43,30.47,-88.74
810,Tok,2080,AK,SCAN,Southeast_Fairbanks,1630,63.35,-142.98
811,Torrington_#1,2018,WY,SCAN,Goshen,4280,42.07,-104.13
812,Trough_Springs,2142,NV,SCAN,Clark,7846,36.37,-115.78
813,Tule_Valley,2163,UT,SCAN,Millard,4592,39.24,-113.46
814,Tunica,2034,MS,SCAN,Tunica,260,34.68,-90.42
815,Tuskegee,2115,AL,SCAN,Macon,400,32.43,-85.75
816,Uapb_Campus-PB,2083,AR,SCAN,Jefferson,232,34.25,-92.03
817,Uapb_Dewitt,2091,AR,SCAN,Arkansas,197,34.28,-91.35
818,Uapb_Point_Remove,2090,AR,SCAN,Pope,315,35.21,-92.92
819,Uapb-Earle,2085,AR,SCAN,Crittenden,213,35.28,-90.45
820,Uapb-Lonoke_Farm,2030,AR,SCAN,Lonoke,250,34.85,-91.88
821,Uapb-Marianna,2084,AR,SCAN,Lee,217,34.78,-90.82
822,Unalakleet,2221,AK,SCAN,Nome,290,63.91,-160.75
823,Upper_Bethlehem,2123,VI,SCAN,St._Croix,119,17.72,-64.8
824,Uvalde,2204,TX,SCAN,Kinney,915,29.36,-100.25
825,UW_Platteville,2196,WI,SCAN,Lafayette,1075,42.71,-90.39
826,Vance,2035,MS,SCAN,Tallahatchie,150,34.07,-90.35
827,Vermillion,2162,UT,SCAN,Kane,6392,37.19,-112.19
828,Vernon,2202,TX,SCAN,Wilbarger,1184,34.02,-99.25
829,Violett,2118,MT,SCAN,Liberty,3225,48.44,-111.18
830,Wabeno_#1,2003,WI,SCAN,Forest,1580,45.47,-88.58
831,Waimea_Plain,2099,HI,SCAN,Hawaii,3039,20.01,-155.6
832,Wakulla_#1,2009,FL,SCAN,Leon,150,30.3,-84.42
833,Walnut_Gulch_#1,2026,AZ,SCAN,Cochise,4500,31.73,-110.05
834,Watkinsville_#1,2013,GA,SCAN,Oconee,770,33.88,-83.43
835,Weary_Lake,1234,AK,SCAN,Dillingham,100,59.13,-159.09
836,Wedowee,2175,AL,SCAN,Randolph,934,33.33,-85.52
837,Weslaco,2205,TX,SCAN,Hidalgo,57,26.16,-97.96
838,West_Summit,2139,UT,SCAN,San_Juan,6993,38.01,-109.13
839,Willow_Wells,2108,NM,SCAN,Lea,4537,33.53,-103.63
840,Wtars,2053,AL,SCAN,Madison,625,34.9,-86.53
841,Youmans_Farm,2038,SC,SCAN,Hampton,75,32.67,-81.2
842,ANTELOPE_RANGE,ATR,SD,SDM,HARDING,2903,45.52,-103.29
843,BALTIC,BTC,SD,SDM,MINNEHAHA,1545,43.73,-96.68
844,BERESFORD,BES,SD,SDM,CLAY,1256,43.05,-96.9
845,BISON,BIS,SD,SDM,PERKINS,2778,45.53,-102.47
846,BRITTON,BTN,SD,SDM,MARSHALL,1410,45.68,-97.75
847,BROOKINGS,BKX,SD,SDM,BROOKINGS,1640,44.33,-96.77
848,COLTON,CTN,SD,SDM,MINNEHAHA,1607,43.77,-96.89
849,COTTONWOOD,COT,SD,SDM,JACKSON,2365,43.96,-101.85
850,FLANDREAU,FDU,SD,SDM,MOODY,1624,44.09,-96.58
851,GETTYSBURG,GET,SD,SDM,POTTER,2063,44.99,-99.95
852,GROTON,GOT,SD,SDM,BROWN,1309,45.57,-98.03
853,HAMILL,HML,SD,SDM,TRIPP,1863,43.59,-99.71
854,LEMMON,LMN,SD,SDM,PERKINS,2575,45.92,-102.11
855,MAHTO,MHT,SD,SDM,CORSON,1945,45.74,-100.66
856,NISLAND,NIS,SD,SDM,BUTTE,2906,44.68,-103.56
857,OAK_LAKE,OKL,SD,SDM,BROOKINGS,1886,44.51,-96.53
858,ORAL,ORL,SD,SDM,FALL_RIVER,3155,43.38,-103.28
859,PARKSTON,PKT,SD,SDM,HUTCHINSON,1410,43.38,-97.99
860,PIERRE,PIR,SD,SDM,HUGHES,1492,44.29,-100.01
861,REDFIELD,RFD,SD,SDM,SPINK,1305,44.86,-98.53
862,SIOUXFALLS_LANDFILL,SFW,SD,SDM,MINNEHAHA,1610,43.5,-96.92
863,SIOUXFALLS_SOUTH,SF1,SD,SDM,MINNEHAHA,1407,43.5,-96.76
864,SOUTH_SHORE,SOS,SD,SDM,CODINGTON,1850,45.11,-97.1
865,VOLGA,VGS,SD,SDM,BROOKINGS,1633,44.3,-96.92
866,WEBSTER,WEB,SD,SDM,DAY,1850,45.29,-97.52
867,WHITE_LAKE,WLK,SD,SDM,AURORA,1640,43.73,-98.69
868,Agua_Canyon,907,UT,SNOTEL,Kane,8900,37.52,-112.27
869,Anchor_River_Divide,1062,AK,SNOTEL,Kenai_Peninsula,1653,59.86,-151.32
870,Annie_Springs,1000,OR,SNOTEL,Klamath,6010,42.87,-122.17
871,Arapaho_Ridge,1030,CO,SNOTEL,Grand,10960,40.35,-106.38
872,Atigun_Pass,957,AK,SNOTEL,North_Slope,4800,68.13,-149.48
873,Atlanta_Summit,306,ID,SNOTEL,Elmore,7580,43.76,-115.24
874,Baker_Butte,308,AZ,SNOTEL,Gila,7300,34.46,-111.41
875,Baker_Butte_Smt,1140,AZ,SNOTEL,Coconino,7700,34.46,-111.38
876,Baldy,310,AZ,SNOTEL,Apache,9125,33.98,-109.5
877,Banner_Summit,312,ID,SNOTEL,Boise,7040,44.3,-115.23
878,Bar_M,1212,AZ,SNOTEL,Coconino,6393,34.86,-111.61
879,Bear_Creek,321,NV,SNOTEL,Elko,8040,41.83,-115.45
880,Bear_River_RS,992,UT,SNOTEL,Summit,8777,40.89,-110.83
881,Beaver_Dams,329,UT,SNOTEL,Sanpete,7990,39.14,-111.56
882,Beaver_Divide,330,UT,SNOTEL,Summit,8280,40.61,-111.1
883,Beaver_Pass,990,WA,SNOTEL,Whatcom,3630,48.88,-121.26
884,Ben_Lomond_Peak,332,UT,SNOTEL,Weber,7689,41.38,-111.94
885,Ben_Lomond_Trail,333,UT,SNOTEL,Weber,5972,41.38,-111.92
886,Berry_Creek,334,NV,SNOTEL,White_Pine,9377,39.32,-114.62
887,Berthoud_Summit,335,CO,SNOTEL,Grand,11300,39.8,-105.78
888,Bevans_Cabin,1214,UT,SNOTEL,Tooele,6520,40.46,-112.25
889,Big_Bend,336,NV,SNOTEL,Elko,6898,41.76,-115.69
890,Big_Creek_Sum,337,NV,SNOTEL,Lander,8685,39.29,-117.12
891,Big_Flat,339,UT,SNOTEL,Beaver,10349,38.3,-112.36
892,Big_Goose,931,WY,SNOTEL,Sheridan,7990,44.58,-107.2
893,Big_Meadow,340,NV,SNOTEL,Washoe,8235,39.46,-119.94
894,Big_Sandy_Opening,342,WY,SNOTEL,Sublette,9080,42.65,-109.26
895,Billie_Creek_Divide,344,OR,SNOTEL,Klamath,5280,42.41,-122.27
896,Bird_Creek,1155,NV,SNOTEL,White_Pine,7537,39.46,-114.65
897,Black_Bear,347,MT,SNOTEL,Gallatin,8170,44.51,-111.13
898,Black_Flat-U.M._Ck,348,UT,SNOTEL,Sevier,9414,38.68,-111.6
899,Black_Mesa,1185,CO,SNOTEL,Dolores,11580,37.79,-108.18
900,Black_Pine,349,MT,SNOTEL,Granite,7210,46.41,-113.43
901,Blackhall_Mtn,1119,WY,SNOTEL,Carbon,9820,41.06,-106.71
902,Blacks_Fork_Jct,1162,UT,SNOTEL,Summit,8869,40.96,-110.58
903,Blacktail_Mtn,1144,MT,SNOTEL,Flathead,5650,47.98,-114.35
904,Blue_Lakes,356,CA,SNOTEL,Alpine,8067,38.61,-119.92
905,Bobs_Hollow,1278,UT,SNOTEL,Millard,9319,38.95,-112.15
906,Bogus_Basin,978,ID,SNOTEL,Boise,6340,43.76,-116.1
907,Bone_Springs_Div,358,WY,SNOTEL,Sheridan,9350,44.68,-107.58
908,Bostetter_R.S.,359,ID,SNOTEL,Cassia,7500,42.16,-114.19
909,Bourne,361,OR,SNOTEL,Baker,5850,44.83,-118.19
910,Box_Creek,364,UT,SNOTEL,Sevier,9853,38.51,-112.02
911,Brian_Head,1154,UT,SNOTEL,Iron,10039,37.68,-112.86
912,Brighton,366,UT,SNOTEL,Salt_Lake,8766,40.6,-111.58
913,Bristlecone_Trail,1111,NV,SNOTEL,Clark,8890,36.32,-115.7
914,Brown_Duck,368,UT,SNOTEL,Duchesne,10574,40.58,-110.59
915,Brown_Top,1080,WA,SNOTEL,Whatcom,5830,48.93,-121.2
916,Brumley,369,CO,SNOTEL,Lake,10600,39.09,-106.54
917,Buck_Flat,371,UT,SNOTEL,Sanpete,9409,39.13,-111.44
918,Buck_Pasture,1192,UT,SNOTEL,Summit,9632,40.84,-110.66
919,Buckboard_Flat,1153,UT,SNOTEL,San_Juan,8924,37.87,-109.45
920,Buckinghorse,1107,WA,SNOTEL,Jefferson,4870,47.71,-123.46
921,Buckskin_Joe,938,CO,SNOTEL,Park,11150,39.3,-106.11
922,Buckskin_Lower,373,NV,SNOTEL,Humboldt,6930,41.75,-117.53
923,Bug_Lake,374,UT,SNOTEL,Rich,7987,41.69,-111.42
924,Burnside_Lake,1051,CA,SNOTEL,Alpine,8129,38.72,-119.89
925,Burnt_Mountain,942,WA,SNOTEL,Pierce,4170,47.04,-121.94
926,Burro_Mountain,378,CO,SNOTEL,Rio_Blanco,9400,39.88,-107.6
927,Burts_Miller_Ranch,1135,UT,SNOTEL,Summit,8000,40.98,-110.85
928,Butte,380,CO,SNOTEL,Gunnison,10160,38.89,-106.95
929,Camp_Jackson,383,UT,SNOTEL,San_Juan,8858,37.81,-109.49
930,Carson_Pass,1067,CA,SNOTEL,Alpine,8360,38.69,-120.0
931,Cascade_#2,387,CO,SNOTEL,San_Juan,8920,37.66,-107.8
932,Cascade_Mountain,1039,UT,SNOTEL,Utah,7774,40.28,-111.61
933,Castle_Creek,1130,WY,SNOTEL,Fremont,8400,43.67,-109.38
934,Castle_Valley,390,UT,SNOTEL,Iron,9607,37.66,-112.74
935,Cave_Mountain,1152,NV,SNOTEL,White_Pine,10578,39.16,-114.61
936,Cayuse_Pass,1085,WA,SNOTEL,Pierce,5240,46.87,-121.53
937,Chalender,1139,AZ,SNOTEL,Coconino,7100,35.26,-112.06
938,Chalk_Creek_#1,392,UT,SNOTEL,Summit,9171,40.85,-111.05
939,Chalk_Creek_#2,393,UT,SNOTEL,Summit,8208,40.89,-111.07
940,Chemult_Alternate,395,OR,SNOTEL,Klamath,4850,43.23,-121.81
941,Chepeta,396,UT,SNOTEL,Duchesne,10499,40.77,-110.01
942,Chocolate_Gulch,895,ID,SNOTEL,Blaine,6440,43.77,-114.42
943,Cinnabar_Park,1046,WY,SNOTEL,Albany,9574,41.24,-106.23
944,Clackamas_Lake,398,OR,SNOTEL,Clackamas,3400,45.1,-121.75
945,Clayton_Springs,983,UT,SNOTEL,Garfield,10049,37.97,-111.83
946,Clear_Creek_#1,399,UT,SNOTEL,Utah,8975,39.87,-111.28
947,Clear_Creek_#2,400,UT,SNOTEL,Utah,7837,39.89,-111.25
948,Clear_Lake,401,OR,SNOTEL,Wasco,3810,45.19,-121.69
949,Clover_Meadow,403,MT,SNOTEL,Madison,8600,45.02,-111.85
950,Cochetopa_Pass,1059,CO,SNOTEL,Saguache,10020,38.16,-106.6
951,Coldfoot,958,AK,SNOTEL,Yukon-Koyukuk,1040,67.25,-150.18
952,Columbia_Basin,1204,NV,SNOTEL,Elko,6471,41.67,-116.07
953,Copper_Mountain,415,CO,SNOTEL,Summit,10550,39.49,-106.17
954,Corduroy_Flat,1209,NV,SNOTEL,White_Pine,8640,39.0,-115.42
955,Corral,1236,UT,SNOTEL,Carbon,8207,39.66,-110.38
956,Corral_Canyon,417,NV,SNOTEL,Elko,8445,40.28,-115.54
957,Crab_Creek,424,ID,SNOTEL,Clark,6860,44.44,-111.99
958,Crater_Meadows,425,ID,SNOTEL,Clearwater,5960,46.56,-115.29
959,Crow_Creek,1045,WY,SNOTEL,Albany,8330,41.23,-105.38
960,Css_Lab,428,CA,SNOTEL,Nevada,6894,39.33,-120.37
961,Culebra_#2,430,CO,SNOTEL,Costilla,10500,37.21,-105.2
962,Currant_Creek,432,UT,SNOTEL,Wasatch,7915,40.36,-111.09
963,Daniels-Strawberry,435,UT,SNOTEL,Wasatch,8008,40.3,-111.26
964,Defiance_Mines,1210,NV,SNOTEL,White_Pine,9306,39.09,-114.9
965,Diamond_Peak,443,NV,SNOTEL,Eureka,8017,39.56,-115.84
966,Dills_Camp,444,UT,SNOTEL,Sanpete,9228,39.05,-111.47
967,Disaster_Peak,445,NV,SNOTEL,Humboldt,6260,41.97,-118.19
968,Divide,448,MT,SNOTEL,Madison,7800,44.79,-112.06
969,Dollarhide_Summit,450,ID,SNOTEL,Blaine,8420,43.6,-114.67
970,Donkey_Reservoir,452,UT,SNOTEL,Wayne,9799,38.21,-111.47
971,Dorsey_Basin,453,NV,SNOTEL,Elko,7903,40.89,-115.21
972,Draw_Creek,454,NV,SNOTEL,Elko,7285,41.66,-115.32
973,Dry_Bread_Pond,455,UT,SNOTEL,Cache,8302,41.41,-111.54
974,Dry_Creek,1243,NV,SNOTEL,Elko,6555,40.86,-115.22
975,Dry_Fork,906,UT,SNOTEL,Salt_Lake,7093,40.57,-112.17
976,Dry_Lake,457,CO,SNOTEL,Routt,8400,40.53,-106.78
977,Eagle_Summit,960,AK,SNOTEL,Yukon-Koyukuk,3650,65.49,-145.41
978,East_Rim_Divide,460,WY,SNOTEL,Sublette,7930,43.13,-110.2
979,East_Willow_Creek,461,UT,SNOTEL,Grand,8302,39.31,-109.53
980,Ebbetts_Pass,462,CA,SNOTEL,Alpine,8661,38.55,-119.8
981,Echo_Peak,463,CA,SNOTEL,El_Dorado,7653,38.85,-120.08
982,EF_Blacks_Fork_GS,1163,UT,SNOTEL,Summit,9360,40.88,-110.54
983,Elk_Butte,466,ID,SNOTEL,Clearwater,5690,46.84,-116.12
984,Elk_Cabin,921,NM,SNOTEL,Santa_Fe,8210,35.7,-105.81
985,Elk_Peak,1106,MT,SNOTEL,Meagher,7600,46.48,-110.71
986,Exit_Glacier,1092,AK,SNOTEL,Kenai_Peninsula,400,60.19,-149.62
987,Fallen_Leaf,473,CA,SNOTEL,El_Dorado,6242,38.93,-120.05
988,Farmington,474,UT,SNOTEL,Davis,7902,40.97,-111.81
989,Farmington_Lower,1054,UT,SNOTEL,Davis,6779,40.99,-111.82
990,Farnsworth_Lake,475,UT,SNOTEL,Sevier,9623,38.77,-111.68
991,Fawn_Creek,476,NV,SNOTEL,Elko,7031,41.82,-116.1
992,Fish_Lake_Utah,1149,UT,SNOTEL,Sevier,8798,38.5,-111.77
993,Five_Points_Lake,481,UT,SNOTEL,Duchesne,10943,40.72,-110.47
994,Flattop_Mtn.,482,MT,SNOTEL,Flathead,6300,48.8,-113.86
995,Forestdale_Creek,1049,CA,SNOTEL,Alpine,8017,38.68,-119.96
996,Fort_Valley,1121,AZ,SNOTEL,Coconino,7350,35.27,-111.74
997,Franklin_Basin,484,ID,SNOTEL,Franklin,8140,42.05,-111.6
998,Fredonyer_Peak,1277,CA,SNOTEL,Lassen,7208,40.69,-120.61
999,Fremont_Pass,485,CO,SNOTEL,Summit,11400,39.38,-106.2
1000,Fry_Canyon,1262,NV,SNOTEL,Elko,6798,41.57,-115.94
1001,Galena_Summit,490,ID,SNOTEL,Blaine,8780,43.87,-114.71
1002,Gallegos_Peak,491,NM,SNOTEL,Taos,9800,36.19,-105.56
1003,Garden_City_Summit,1114,UT,SNOTEL,Cache,7705,41.92,-111.47
1004,Gardner_Peak,1066,UT,SNOTEL,Washington,8322,37.4,-113.46
1005,Garita_Peak,1173,NM,SNOTEL,Rio_Arriba,10160,36.01,-106.55
1006,GBRC_HQ,1221,UT,SNOTEL,Sanpete,8801,39.32,-111.49
1007,GBRC_Meadows,1222,UT,SNOTEL,Sanpete,9858,39.3,-111.45
1008,George_Creek,1151,UT,SNOTEL,Box_Elder,8964,41.92,-113.41
1009,Giveout,493,ID,SNOTEL,Bear_Lake,6930,42.41,-111.17
1010,Gobblers_Knob,962,AK,SNOTEL,Yukon-Koyukuk,2030,66.75,-150.67
1011,Golconda,1195,NV,SNOTEL,Humboldt,6616,40.88,-117.59
1012,Gold_Axe_Camp,1159,WA,SNOTEL,Okanogan,5360,48.95,-118.99
1013,Gooseberry_RS,495,UT,SNOTEL,Sevier,7944,38.8,-111.68
1014,Gooseberry_RS_Up,1184,UT,SNOTEL,Sevier,8396,38.79,-111.69
1015,Grand_Targhee,1082,WY,SNOTEL,Teton,9260,43.78,-110.93
1016,Granite_Creek,497,WY,SNOTEL,Teton,6770,43.34,-110.43
1017,Granite_Crk,963,AK,SNOTEL,Southeast_Fairbanks,1240,63.94,-145.4
1018,Granite_Peak,498,NV,SNOTEL,Humboldt,8503,41.67,-117.57
1019,Green_Mountain,503,NV,SNOTEL,Elko,8185,40.38,-115.53
1020,Grizzly_Peak,505,CO,SNOTEL,Summit,11100,39.65,-105.87
1021,Grouse_Camp,507,WA,SNOTEL,Kittitas,5390,47.28,-120.49
1022,Gunsight_Pass,944,WY,SNOTEL,Sublette,9820,43.38,-109.88
1023,Gutz_Peak,1065,UT,SNOTEL,Washington,6763,37.5,-113.94
1024,Hagans_Meadow,508,CA,SNOTEL,El_Dorado,7742,38.85,-119.94
1025,Happy_Jack,969,AZ,SNOTEL,Coconino,7630,34.75,-111.41
1026,Hardscrabble,896,UT,SNOTEL,Morgan,7250,40.87,-111.72
1027,Harris_Flat,514,UT,SNOTEL,Kane,7792,37.49,-112.58
1028,Harts_Pass,515,WA,SNOTEL,Okanogan,6490,48.72,-120.66
1029,Hawley_Lake,1271,AZ,SNOTEL,Apache,8300,33.97,-109.77
1030,Hayden_Fork,517,UT,SNOTEL,Summit,9130,40.8,-110.88
1031,Heavenly_Valley,518,CA,SNOTEL,El_Dorado,8534,38.92,-119.92
1032,Hewinta,521,UT,SNOTEL,Summit,9500,40.95,-110.48
1033,Hickerson_Park,522,UT,SNOTEL,Daggett,9122,40.91,-109.96
1034,High_Ridge,523,OR,SNOTEL,Umatilla,4920,45.7,-118.11
1035,Hilts_Creek,524,ID,SNOTEL,Custer,8000,44.02,-113.47
1036,Hobble_Creek,1223,UT,SNOTEL,Utah,7377,40.19,-111.36
1037,Hole-in-Mountain,527,NV,SNOTEL,Elko,8163,40.94,-115.1
1038,Hole-in-Rock,528,UT,SNOTEL,Summit,9168,40.92,-110.19
1039,Holland_Meadows,529,OR,SNOTEL,Lane,4930,43.67,-122.57
1040,Hoosier_Pass,531,CO,SNOTEL,Summit,11400,39.36,-106.06
1041,Hopewell,532,NM,SNOTEL,Rio_Arriba,10000,36.72,-106.26
1042,Horse_Meadow,1050,CA,SNOTEL,Alpine,8557,38.84,-119.89
1043,Horse_Ridge,533,UT,SNOTEL,Morgan,8199,41.31,-111.45
1044,Huntington_Horse,1216,UT,SNOTEL,Sanpete,9652,39.62,-111.31
1045,Hyndman,537,ID,SNOTEL,Blaine,7440,43.71,-114.16
1046,Imnaviat_Creek,968,AK,SNOTEL,North_Slope,3050,68.62,-149.3
1047,Independence_Camp,539,CA,SNOTEL,Sierra,6980,39.45,-120.29
1048,Independence_Creek,540,CA,SNOTEL,Sierra,6436,39.49,-120.28
1049,Independence_Lake,541,CA,SNOTEL,Nevada,8338,39.43,-120.31
1050,Indian_Canyon,543,UT,SNOTEL,Duchesne,9171,39.89,-110.75
1051,Indian_Rock,1129,WA,SNOTEL,Klickitat,5360,45.99,-120.81
1052,Island_Park,546,ID,SNOTEL,Fremont,6290,44.42,-111.39
1053,Jack_Creek_Upper,548,NV,SNOTEL,Elko,7377,41.55,-116.01
1054,Jacks_Peak,549,NV,SNOTEL,Elko,8424,41.51,-116.01
1055,Jackson_Peak,550,ID,SNOTEL,Boise,7070,44.05,-115.44
1056,Jackwhacker_Gulch,935,CO,SNOTEL,Clear_Creek,10960,39.57,-105.8
1057,Jakes_Creek,1211,NV,SNOTEL,Elko,7374,41.57,-115.03
1058,Jones_Corral,1099,UT,SNOTEL,Garfield,9749,38.07,-112.17
1059,Kalamazoo,1150,NV,SNOTEL,White_Pine,7775,39.56,-114.63
1060,Kelley_R.S.,554,WY,SNOTEL,Lincoln,8180,42.27,-110.81
1061,Kelly_Station,1175,AK,SNOTEL,Northwest_Arctic,310,67.93,-162.28
1062,Kenai_Moose_Pens,966,AK,SNOTEL,Kenai_Peninsula,300,60.73,-150.48
1063,Kilfoil_Creek,1145,UT,SNOTEL,Morgan,7220,41.25,-111.41
1064,Kimberly_Mine,557,UT,SNOTEL,Piute,9101,38.48,-112.39
1065,Kings_Cabin,559,UT,SNOTEL,Uintah,8728,40.72,-109.54
1066,Klondike_Narrows,1115,UT,SNOTEL,Cache,7250,41.97,-111.6
1067,Kolob,561,UT,SNOTEL,Iron,9263,37.53,-113.05
1068,Lakefork_#1,566,UT,SNOTEL,Duchesne,10128,40.6,-110.43
1069,Lakefork_#3,1116,UT,SNOTEL,Duchesne,8464,40.55,-110.35
1070,Lakefork_Basin,513,UT,SNOTEL,Duchesne,10885,40.74,-110.62
1071,Lakeview_Ridge,568,MT,SNOTEL,Beaverhead,7400,44.59,-111.82
1072,Lamance_Creek,569,NV,SNOTEL,Humboldt,6395,41.52,-117.63
